2026-06-05T18:38:23.937618218Z {"level":30,"time":1780684703937,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":778,"method":"GET","url":"/api/dashboard/stats"},"res":{"statusCode":200},"responseTime":46,"msg":"request completed"}
2026-06-05T18:38:39.721331043Z {"level":30,"time":1780684719721,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":779,"method":"GET","url":"/api/admin/messages/unread-count"},"res":{"statusCode":200},"responseTime":6,"msg":"request completed"}
2026-06-05T18:38:48.545761448Z {"level":30,"time":1780684728545,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":780,"method":"GET","url":"/api/admin/messages/unread-count"},"res":{"statusCode":200},"responseTime":5,"msg":"request completed"}
2026-06-05T18:38:52.409166356Z {"level":30,"time":1780684732408,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":781,"method":"GET","url":"/api/settings/contact"},"res":{"statusCode":200},"responseTime":17,"msg":"request completed"}
2026-06-05T18:38:54.27124085Z {"level":30,"time":1780684734270,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":782,"method":"GET","url":"/api/dashboard/stats"},"res":{"statusCode":200},"responseTime":21,"msg":"request completed"}
2026-06-05T18:39:09.064152572Z {"level":30,"time":1780684749063,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":783,"method":"GET","url":"/"},"res":{"statusCode":404},"responseTime":1,"msg":"request completed"}
2026-06-05T18:39:19.559342652Z {"level":30,"time":1780684759559,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":784,"method":"GET","url":"/api/admin/messages/unread-count"},"res":{"statusCode":200},"responseTime":8,"msg":"request completed"}
2026-06-05T18:39:24.580337885Z {"level":30,"time":1780684764580,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":785,"method":"GET","url":"/api/dashboard/stats"},"res":{"statusCode":200},"responseTime":29,"msg":"request completed"}
2026-06-05T18:39:50.460082467Z {"level":30,"time":1780684790459,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":786,"method":"GET","url":"/api/admin/messages/unread-count"},"res":{"statusCode":200},"responseTime":5,"msg":"request completed"}
2026-06-05T18:39:54.919960124Z {"level":30,"time":1780684794919,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":787,"method":"GET","url":"/api/dashboard/stats"},"res":{"statusCode":200},"responseTime":19,"msg":"request completed"}
2026-06-05T18:40:23.544671868Z {"level":30,"time":1780684823544,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":788,"method":"GET","url":"/api/admin/messages/unread-count"},"res":{"statusCode":200},"responseTime":6,"msg":"request completed"}
2026-06-05T18:40:25.32400454Z {"level":30,"time":1780684825323,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":789,"method":"GET","url":"/api/dashboard/stats"},"res":{"statusCode":200},"responseTime":26,"msg":"request completed"}
2026-06-05T18:40:55.78173638Z {"level":30,"time":1780684855781,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":790,"method":"GET","url":"/api/dashboard/stats"},"res":{"statusCode":200},"responseTime":28,"msg":"request completed"}
2026-06-05T18:40:56.680481415Z {"level":30,"time":1780684856680,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":791,"method":"GET","url":"/api/admin/messages/unread-count"},"res":{"statusCode":200},"responseTime":7,"msg":"request completed"}
2026-06-05T18:41:08.427263741Z {"level":30,"time":1780684868426,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":792,"method":"GET","url":"/api/admin/messages/unread-count"},"res":{"statusCode":200},"responseTime":8,"msg":"request completed"}
2026-06-05T18:41:14.59821168Z {"level":30,"time":1780684874597,"pid":52,"hostname":"srv-d7j4rvu7r5hc73chknh0-hibernate-6d77b7964b-nb2bs","req":{"id":793,"method":"GET","url":"/api/auth/me"},"res":{"statusCode":200},"responseTime":10,"msg":"request completed"}
